JAC 2019	Carbon dioxide	Oxalic acid	Acetaldehyde	Ethanol	Acetone	"2,3-Epoxybutane"	Cyclopentane	"Propanal, 2-methyl-"	"Butanal, 3-hydroxy-"	Ethylenediamine	1-Propanol	"Formic acid, ethenyl ester"	"1,2,4-Butanetriol"	Acetohydroxamic acid	"Carbamic acid, methyl ester"	"Silanol, trimethyl-"	2-Butanone	"2-Butanol, (R)-"	"1,3-Butanediol"	"Ethanamine, 2,2'-oxybis-"	Tetrahydrofuran	"Propanoic acid, chloro-2-hydroxy-"	"1-Propanol, 2-methyl-"	"Disiloxane, hexamethyl-"	2-Dimethyl(trimethylsilyl)silyloxytetradecane	Pentane	"Butanal, 3-methyl-"	"Butanal, 2-methyl-"	1-Butanol	"1-Propanol, 2-amino-, (±)-"	"2-Butanone, 3-methyl-"	2-Pentanone	Cyclopentanol	Pentanal	"2,3-Pentanedione"	"Butanoic acid, 3-hydroxy-"	Cystine	(-)-Norephedrine	"Butanoic acid, methyl ester"	"2-Propanol, 1,3-dichloro-"	Acetic acid	"Disulfide, dimethyl"	Methyl Isobutyl Ketone	"1-Butanol, 3-methyl-"	"1-Butanol, 3-methyl-, formate"	"Pentanoic acid, 4-methyl-"	Toluene	"Benzeneethanol, a-methyl-"	"Ethanol, 2-nitro-, propionate (ester)"	2-Octene	1-Pentanol	Propanoic acid	2-Hexanone	"Cyclopropanetetradecanoic acid, 2-octyl-, methyl ester"	"Propanoic acid, 2-methyl-"	"Tricyclo[4.3.1.1(3,8)]undecane-3-carboxylic acid"	"1,1,3,3-Tetramethyl-1,3-bis[(2Z)-pent-2-en-1-yloxy]disiloxane"	2-Pentanol	Butanoic acid	"Trisiloxane, octamethyl-"	1-Hexanol	Ethylbenzene	l-Gala-l-ido-octose	"1,3-Cyclopentadiene, 5-(1-methylethylidene)-"	DL-Arabinose	"Acetic acid, pentyl ester"	Heptanal	"Butanoic acid, 3-methyl-"	"Butanoic acid, 2-methyl-"	Styrene	2-Heptanone	"2-Hexanone, 4-methyl-"	2-Trifluoroacetoxydodecane	Tetraacetyl-d-xylonic nitrile	Pentanoic acid	"Propanedioic acid, propyl-"	"1H-Pyrrole, 2,5-dihydro-1-nitroso-"	"Cyclotetrasiloxane, octamethyl-"	Amphetamine	"Benzene, propyl-"	"Benzene, 1-ethyl-3-methyl-"	"Benzene, 1-ethyl-4-methyl-"	"Benzene, 1,2,4-trimethyl-"	"Benzene, 1,2,3-trimethyl-"	"D-erythro-Pentose, 2-deoxy-"	Decane	"9,12,15-Octadecatrienoic acid, 2-[(trimethylsilyl)oxy]-1-[[(trimethylsilyl)oxy]methyl]ethyl ester, (Z,Z,Z)-"	"Benzene, 1-ethyl-2-methyl-"	"a-D-Glucopyranoside, O-a-D-glucopyranosyl-(1.fwdarw.3)-ß-D-fructofuranosyl"	Dimethyl trisulfide	Benzaldehyde	Succindialdehyde	2-Octanone	"Tetrasiloxane, decamethyl-"	Hexanoic acid	D-Limonene	Mesitylene	"Pentanoic acid, heptyl ester"	3-(Prop-2-enoyloxy)dodecane	"1-Hexanethiol, 2-ethyl-"	"Octane, 4-chloro-"	"3,6-Octadecadiynoic acid, methyl ester"	3-tert-Butyl-5-chloro-2-hydroxybenzophenone	Phenol	Pterin-6-carboxylic acid	2-Hexadecanol	"Octadecane, 1-(ethenyloxy)-"	"Octadecane, 6-methyl-"	Benzeneacetaldehyde	"12,15-Octadecadiynoic acid, methyl ester"	Chlorozotocin	"Benzeneacetamide, a-ethyl-"	"Glycine, N-[(phenylmethoxy)carbonyl]-"	"Benzene, 4-ethyl-1,2-dimethyl-"	"Cyclopentasiloxane, decamethyl-"	Acetophenone	?-Chlorobutyrophenone	"Cyclohexene, 1-methyl-4-(1-methylethylidene)-"	Nonanal	Paromomycin	"9-Octadecen-12-ynoic acid, methyl ester"	Arginine	"Phenol, 3-methyl-"	p-Cresol	"L-Serine, O-(phenylmethyl)-"	"Benzenemethanol, 2-(2-aminopropoxy)-3-methyl-"	N-Benzyloxycarbonyl-dl-norleucine	3-Trifluoroacetoxypentadecane	Decanal	Tridemorph	Glycylsarcosine	N e-Carbobenzyloxy-L-lysine	?-Guanidinobutyric acid	4-Cyclopropylcarbonyloxytridecane	"Benzyl alcohol, p-hydroxy-a-[(methylamino)methyl]-"	"Cyclohexasiloxane, dodecamethyl-"	"Isoquinoline, decahydro-"	Undecanal	Indole	"Butanoic acid, 4,4'-dithiobis[2-amino-, (R*,R*)-(±)-"	"Butanoic acid, 4,4'-dithiobis[2-amino-, [S-(R*,R*)]-"	"Carbamic acid, N-[10,11-dihydro-5-(2-methylamino-1-oxoethyl)-3-5H-dibenzo[b,f]azepinyl]-, ethyl ester"	"9-Tetradecen-1-ol, acetate, (E)-"	1-Monolinoleoylglycerol trimethylsilyl ether	Heptacosane	"1H-Indole, 3-methyl-"	"1H-Indole, 7-methyl-"	"1H-Indole, 2-methyl-"	"1,2-Benzisothiazol-3-amine tbdms"	Gentamicin a	"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-"	"4-Methoxycarbonylmethylundec-3-enedioic acid, dimethyl ester"	Butylated Hydroxytoluene	"Thieno[2,3-c]furan-3-carbonitrile, 2-amino-4,6-dihydro-4,4,6,6-tetramethyl-"	"1,2-Benzenediol, 3,5-bis(1,1-dimethylethyl)-"	10-Octadecenal	"1,4-Bis(trimethylsilyl)benzene"	"Octadecane, 3-ethyl-5-(2-ethylbutyl)-"	Ethyl iso-allocholate	"Cyclotrisiloxane, hexamethyl-"
F1_D18 158_227.txt	1.80E+08	0	1.22E+08	1.53E+08	1.23E+08	4991800	2.18E+07	2.61E+07	5490260	0	9612270	0	0	0	0	5.35E+07	8.61E+07	7412030	0	0	0	0	1.20E+07	0	0	0	1.59E+07	2.42E+07	4.25E+07	0	0	2.96E+07	0	0	2.38E+07	0	9892680	0	0	0	1.03E+08	1.90E+07	5.71E+07	6.48E+07	0	0	0	0	0	0	0	0	1.46E+07	0	9694270	0	0	0	9.36E+07	6.67E+07	4.18E+07	0	0	4547690	0	0	7552130	0	0	5.31E+07	3.42E+07	0	0	0	4.21E+07	0	2013850	1.30E+08	0	8458450	4.39E+07	0	1.03E+08	1.22E+07	0	8364380	0	8886330	0	0	0	1434820	1.51E+07	1.88E+07	0	0	0	0	3093380	0	0	0	1973080	3.35E+07	2330200	0	7469960	0	0	3708710	0	0	1.91E+07	0	5.51E+07	0	2.74E+07	0	1.48E+07	3107420	1.94E+07	4463600	0	2.85E+08	2.47E+07	0	0	0	1.22E+07	0	0	0	0	0	1.21E+07	3.13E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6690170	0	0	1.86E+08
F1_D18 166_173.txt	7.26E+07	2.96E+08	2.01E+08	0	2.83E+08	0	4.97E+07	3.51E+07	3172110	0	1.31E+07	0	0	0	0	1.07E+08	1.02E+08	0	2037640	168677	2.73E+07	0	7.39E+07	0	0	0	1.78E+08	1.14E+08	1.19E+08	0	0	5.55E+07	0	0	0	0	680753	0	7.23E+07	0	3.34E+08	0	0	0	1.68E+08	2.88E+08	1.71E+08	0	1.47E+08	0	0	3.59E+08	0	6087140	5.55E+08	0	0	0	1.76E+07	0	0	0	0	0	0	0	0	4.82E+08	5.77E+08	0	0	1.85E+08	0	5796810	0	0	3767650	2.06E+08	0	2.66E+07	6.99E+07	5.43E+07	0	1.93E+08	1.50E+07	5.64E+07	1.90E+07	0	0	0	0	0	8.06E+07	0	1.21E+09	0	5.67E+07	0	0	2.17E+07	0	1.16E+07	6374740	5.99E+07	7118520	0	0	0	0	1.26E+07	0	0	0	1.74E+07	8.34E+07	0	0	0	9.90E+07	0	0	0	0	1.00E+08	6952040	0	0	0	1.68E+07	0	0	0	1.66E+07	1.77E+07	8354920	4.70E+07	0	0	0	0	6109620	0	0	0	0	0	0	0	0	0	1.15E+07	0	0	0	0	0	2202550	0	0	1.17E+08
F1_D18 VOC 170_75.txt	1.21E+08	4.20E+08	0	0	2.73E+08	0	2.61E+07	2.44E+07	754275	1854120	8.18E+07	0	0	0	0	3.39E+08	0	0	0	0	0	0	3.32E+07	0	0	0	3.17E+07	1.99E+07	8.54E+07	2.31E+07	9364940	0	0	0	0	0	796976	0	7297450	0	2.60E+08	0	0	0	4.30E+07	1.02E+08	0	0	1.64E+08	0	0	0	0	0	1.57E+08	0	0	0	6491540	0	0	0	0	0	0	0	0	3.02E+08	3.02E+08	0	0	0	0	9788150	0	0	0	1.46E+08	0	0	5.95E+07	0	0	0	1.50E+07	1.77E+07	5627810	0	1.62E+07	0	1.52E+08	0	4.60E+07	2.49E+07	1.18E+09	0	2.39E+07	0	0	0	0	0	0	7.65E+07	7273870	0	0	0	1.87E+07	0	0	0	0	0	5.83E+07	9.42E+07	0	0	2.69E+07	0	0	0	3.21E+08	0	3.22E+07	0	0	0	9290620	0	0	0	0	0	0	3.59E+07	0	0	3.01E+07	0	0	0	0	4748070	4.19E+07	0	0	0	0	0	0	0	5.80E+07	0	0	0	0	1.85E+07	0	1.07E+07
F1_D20 145_228.txt	1.01E+08	0	7.25E+07	0	4.72E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E+08	0	0	0	0	2.33E+07	8393890	0	9.72E+07	0	0	5.92E+08	0	1.34E+07	9.34E+07	0	0	0	5.70E+08	0	0	0	0	0	8015380	0	0	0	0	0	0	0	0	5940450	1.95E+08	0	0	0	0	0	0	0	0	0	0	0	4037770	0	0	0	0	6266620	0	0	6.59E+07	0	0	0	0	0	0	0	0	0	1.68E+07	0	0	0	0	0	0	0	0	0	2.29E+07	0	3.89E+07	0	0	0	0	0	0	1.35E+09	4.91E+07	0	0	0	0	0	0	0	2035340	0	1083390	0	0	0	2.53E+08	0	0	0	0	2652970	0	0	1.63E+08	0	0	0	0	0	2.15E+07	0	0	0	1961940	0	0	5859830
F1_D20 166_184.txt	9.45E+07	0	2.68E+08	0	3.36E+08	0	6.15E+07	6.74E+07	4876540	509424	2.38E+07	0	0	932022	0	9.98E+07	1.05E+08	0	0	0	5.86E+07	0	1.12E+08	0	0	0	3.92E+08	1.84E+08	1.45E+08	0	0	7.30E+07	0	0	0	0	0	0	5.06E+07	0	2.98E+08	0	0	0	1.96E+08	3.07E+08	1.94E+08	0	0	0	0	3.21E+08	0	0	6.12E+08	0	0	0	1.16E+09	0	0	0	0	0	0	0	2.40E+07	4.99E+08	5.86E+08	0	0	1.57E+08	0	8587830	5.65E+08	0	0	2.20E+08	0	3.00E+07	8.21E+07	0	0	1.86E+08	0	6.93E+07	0	0	0	0	0	0	8.04E+07	0	2.70E+08	0	0	1.60E+07	0	2.42E+07	0	0	0	0	2605090	0	0	0	0	1.27E+07	3351950	1.46E+07	0	0	8.88E+07	0	0	0	3.81E+07	7875730	4225610	1.48E+07	3.27E+08	0	1.80E+07	0	0	0	0	0	0	0	0	0	0	4.74E+07	0	0	0	1.09E+07	0	0	7285370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17E+08
F1_D20 167_269.txt	9.59E+07	0	3.51E+08	1.33E+08	1.96E+08	474272	2.33E+07	8.32E+07	2547700	801321	2.72E+07	0	0	0	0	7.04E+07	1.40E+08	1.13E+07	0	0	0	0	2.58E+07	0	0	0	7.71E+07	6.86E+07	4.11E+07	0	0	1.00E+07	8140840	2765490	0	0	0	0	7055790	0	4.16E+08	0	9534030	0	7.52E+07	6.44E+07	0	0	9.54E+07	0	0	0	0	0	3.75E+08	0	0	0	1.10E+09	0	0	0	0	0	0	0	0	3.33E+08	4.41E+08	0	0	0	0	3371620	0	0	0	1.19E+08	0	0	1.63E+07	0	0	0	1.77E+07	0	3032220	0	0	0	1.24E+08	9129310	0	1.50E+07	5.52E+08	0	1.03E+07	0	0	0	0	4804290	0	3.58E+07	6729950	0	0	0	2.51E+07	0	0	0	0	0	3.75E+07	3.00E+07	0	0	1.13E+07	0	0	5401730	0	2.35E+08	1.10E+07	0	0	0	5943830	0	0	0	3698310	0	0	1.04E+07	0	0	0	2308640	0	0	0	0	0	0	0	0	0	0	3309540	0	2.57E+07	819996	0	0	1413750	0	0	4.96E+07
F1_D20 171_130.txt	6.00E+07	4.22E+08	5514030	0	3.02E+08	0	6.96E+07	0	5420430	0	0	0	0	0	0	4.23E+08	0	0	0	0	5.26E+07	3922120	0	6898010	0	0	9300520	0	0	0	0	0	0	0	0	0	4006390	0	0	0	9.10E+07	4.02E+08	0	0	0	0	4.97E+07	0	0	0	0	2.78E+07	3.93E+07	0	0	0	0	0	0	1.20E+08	0	1.10E+07	0	1.47E+07	0	0	0	1.12E+07	0	1.05E+08	7.02E+07	0	0	0	2.37E+07	0	0	1.91E+08	0	2.85E+07	9.07E+07	0	0	1.84E+08	0	7.32E+07	1.40E+07	0	0	5.79E+07	0	1.21E+07	7.94E+07	5.92E+07	0	0	5.21E+07	1.60E+07	0	2.41E+07	0	781860	9247210	3.66E+07	1254290	7028910	0	8409990	0	0	0	0	0	1.21E+07	9.96E+07	0	0	0	1.58E+07	0	3421820	5811030	0	0	0	0	0	8527810	0	0	0	0	0	1200640	6374900	4.63E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91E+07
F1_D4 145_223.txt	0	6.45E+08	1.44E+07	3.71E+08	2.39E+08	2633120	7.05E+07	3.15E+07	7581380	0	8.65E+07	0	0	0	0	2.01E+08	1.95E+08	0	0	440169	2.54E+07	0	5.95E+07	0	0	0	0	0	9.41E+07	0	3.23E+07	0	0	0	0	0	0	0	2.44E+07	0	1.66E+08	0	3.92E+08	0	1.12E+07	1.47E+07	5.49E+07	0	0	0	3.09E+08	0	0	0	1.01E+08	9.52E+07	0	6684920	1.82E+08	9.15E+07	0	7179060	0	0	0	0	0	1.10E+08	0	0	3.80E+07	0	0	0	1.30E+08	0	0	1.63E+08	0	1.58E+07	5.37E+07	0	0	1.25E+08	4356630	1.75E+07	0	0	0	0	0	5.29E+07	2.76E+07	2.22E+07	0	0	1.64E+07	4389820	9841430	9290320	0	0	2445150	2.80E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F1_D4 149_267.txt	1.50E+08	0	2.54E+08	1.05E+08	8.88E+08	0	1.48E+08	1.70E+08	7577870	1.14E+07	0	886395	0	0	3.67E+08	0	4.53E+08	0	4.09E+07	0	1.51E+07	0	0	0	6.46E+07	0	4.54E+08	2.22E+08	3.45E+07	0	0	5.91E+07	0	5.62E+07	0	0	0	0	3.21E+07	0	2.75E+08	0	0	0	9.00E+07	2.54E+07	5.86E+07	0	5.82E+08	4566900	0	0	0	0	2.32E+08	0	0	0	3.94E+08	1.84E+08	0	0	0	1.67E+07	0	0	2.20E+07	2.72E+08	3.61E+08	0	7.08E+07	0	0	0	1.97E+08	0	0	1.42E+08	3150420	1.16E+07	3.62E+07	0	1.18E+07	1.73E+07	0	1.05E+07	0	1.04E+07	0	0	3.09E+08	0	2.21E+07	2.46E+07	0	0	0	0	0	0	4368080	8118730	0	4.33E+07	2157830	4841670	0	0	0	1.87E+07	0	0	0	0	4.75E+07	2.71E+07	0	0	7289820	0	1841790	6455620	0	3.89E+08	0	0	0	0	0	0	0	0	0	3154590	7761400	1.34E+07	0	0	0	0	1916840	0	0	7211820	0	0	0	0	0	0	2957630	0	0	1512340	0	0	5214100	0	0	8.42E+07
F1_D4 166_266.txt	7.00E+07	2.28E+08	2.91E+07	2.17E+08	3.92E+08	0	4.12E+07	2.25E+07	2.46E+07	809779	1.49E+07	0	0	0	0	9.54E+07	1.63E+08	2.41E+07	663857	0	0	0	1.42E+07	0	0	0	2.26E+07	9560590	5.30E+07	0	0	3.88E+07	0	2.03E+07	0	0	2421510	0	4962390	0	3.42E+08	0	8.76E+07	0	1.12E+08	5.93E+07	3.47E+07	0	1.12E+07	0	2.04E+08	1.84E+08	0	0	0	0	0	0	5.48E+08	0	3.88E+08	0	0	0	0	0	2.32E+07	0	2.94E+08	0	0	0	0	4385180	0	0	0	1.24E+08	4895270	9782700	1.32E+08	0	0	1.46E+07	1.74E+07	8540200	0	0	0	0	0	0	1.82E+07	0	2.51E+08	0	1.41E+07	6836890	0	8992730	0	1.36E+07	0	3.12E+07	7417080	0	5466780	0	0	0	0	0	0	0	5.72E+07	2.94E+07	0	0	3.36E+07	0	6317550	8584080	4.11E+08	0	0	0	1.86E+07	0	1.01E+07	4273000	0	0	0	4365720	851482	1.77E+07	0	0	0	3687620	0	0	0	0	0	0	0	0	0	0	5474310	0	0	1150310	0	0	8837950	0	0	2.63E+07
F1_D4 179_287.txt	6.15E+07	0	4.31E+08	2.93E+07	3.33E+08	0	0	5.79E+07	890457	7561550	0	0	0	0	0	1.51E+08	1.58E+08	0	6594180	0	0	0	0	2.78E+07	0	0	7.85E+07	6.52E+07	3.46E+07	0	0	4.54E+07	0	4.37E+07	0	0	0	0	4.65E+07	0	2.62E+08	3.87E+07	1.25E+08	0	0	1.55E+08	0	0	0	0	0	1.13E+08	5.95E+07	0	3.86E+08	0	0	0	0	0	0	0	0	2.27E+07	0	0	2.74E+07	3.54E+08	4.21E+08	0	0	0	0	798291	0	0	0	2.01E+08	9639430	0	3.27E+07	0	0	0	2.11E+07	1.11E+07	2.50E+07	0	1.95E+07	0	2.31E+08	0	1.95E+07	0	7.96E+08	0	1.76E+07	1.05E+07	0	0	0	4800400	0	2.57E+08	7893120	8579780	4278120	0	0	0	661173	0	0	0	7.55E+07	5.14E+07	0	0	3.59E+07	0	3551930	5559590	4.31E+08	0	0	0	0	0	8557140	0	0	0	2540260	7787800	1669380	2.36E+07	0	0	4.66E+07	4468250	0	0	7166560	0	0	0	0	0	0	8124030	3069940	0	6.88E+07	5119730	0	0	1.52E+07	0	0	9.18E+07
F1_D4 180_183.txt	1.94E+08	4.49E+08	2.49E+08	4.11E+07	1.94E+08	0	9.18E+07	1.83E+07	5260720	2181610	0	0	0	0	0	1.09E+08	1.20E+08	0	0	0	3.08E+07	0	2.90E+07	0	0	3812030	2.58E+08	5.93E+07	6.83E+07	0	0	5.41E+07	0	2.78E+07	0	0	0	0	1.17E+08	0	2.02E+08	0	1.13E+08	1.88E+08	0	3748250	6.35E+07	0	0	0	2.04E+08	1.16E+08	7.12E+07	0	0	0	0	0	5.29E+08	0	4.24E+08	8022840	0	1.20E+07	0	0	2.52E+07	0	0	0	1.65E+08	0	0	0	4.18E+08	0	0	1.90E+08	0	3.66E+07	1.07E+08	0	2.61E+08	6.10E+07	0	7.01E+07	0	0	0	0	0	0	1.30E+08	0	1.37E+08	0	5.66E+07	0	0	0	0	0	0	1.64E+08	0	0	0	0	0	0	0	2.26E+07	0	2.64E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97E+07
F1_D4 VOC 155_54.txt	1.37E+08	2.62E+08	9.31E+07	3.53E+08	5.02E+08	664206	4.94E+07	5.22E+07	0	1773110	1.08E+08	0	0	0	0	1.89E+08	1.82E+08	4.46E+07	0	0	0	0	0	0	0	0	2.01E+08	8.78E+07	6.82E+07	0	1.20E+07	0	0	0	0	0	1327450	0	3963000	0	5.17E+08	0	0	0	3.55E+07	5.46E+07	0	0	5.23E+08	0	0	0	0	1.97E+07	0	0	0	0	1.07E+08	0	0	0	0	0	0	0	0	0	5.07E+08	0	0	0	0	1.98E+07	0	0	0	1.58E+08	0	0	6.54E+07	0	2.60E+07	0	3.13E+07	1.55E+07	1.29E+07	0	1.54E+07	0	1.88E+08	0	4.12E+07	2.12E+07	5.27E+08	0	0	0	0	2.00E+07	0	0	0	7.55E+07	1.55E+07	2.42E+07	0	0	6.92E+07	1.35E+07	0	0	3.64E+07	0	6.67E+07	1.14E+08	0	0	1.85E+07	1.36E+07	0	0	5.70E+08	0	0	0	0	0	1.11E+07	0	0	0	0	0	0	3.10E+07	0	0	0	6615040	0	0	0	4117330	3.29E+07	0	0	0	0	0	8378660	0	1.05E+08	0	0	0	0	0	6753280	7.78E+07
F1_D4 VOC 163_42.txt	0	2.73E+08	1.08E+08	6.87E+07	2.33E+08	0	2.13E+07	3.41E+07	2077530	1080430	6.64E+07	0	0	0	0	9.69E+07	7.10E+07	0	0	0	0	0	0	0	0	0	4.42E+07	2.40E+07	3.59E+07	0	2.13E+07	0	0	0	0	852563	2750110	0	1.39E+08	0	3.96E+08	0	0	0	0	0	0	0	1.32E+08	0	0	2.10E+08	0	899654	2.99E+08	0	0	0	1.25E+08	0	0	0	0	0	0	0	0	1.69E+08	3.46E+08	0	0	0	0	1.46E+07	0	2.36E+07	0	1.61E+08	2.07E+07	0	5.41E+07	0	2.86E+07	1.44E+08	1.76E+07	2.27E+07	1.29E+07	0	8331120	0	0	1.70E+07	4.25E+07	0	1.03E+09	0	2.23E+07	0	0	0	0	0	0	1.50E+08	2.36E+07	4.06E+07	0	0	0	0	1.07E+07	0	0	0	8.33E+07	1.17E+08	0	0	0	2.56E+07	0	0	6.67E+07	0	0	0	0	0	5.16E+07	0	0	0	0	0	0	6.16E+07	0	1.42E+07	0	1.01E+07	0	0	0	7526110	7.22E+07	0	0	0	0	0	2976250	0	5.52E+07	0	0	0	0	2.90E+07	0	2.05E+08
F1_D6 150_198.txt	7.98E+07	0	2.53E+08	1.97E+07	2.39E+08	2977930	3.00E+07	3.05E+07	0	4658530	2.93E+07	0	0	0	0	8.38E+07	8.21E+07	0	0	0	1.65E+07	1942520	0	0	0	0	3.85E+07	1.73E+07	2.66E+07	0	5236600	0	0	0	0	0	256828	0	2.90E+07	0	6.84E+08	0	0	0	0	0	0	0	6.01E+08	0	0	8.66E+07	0	0	0	0	0	0	1.46E+09	0	0	0	0	0	7976580	0	0	4.48E+08	5.51E+08	0	0	0	0	5546870	0	5139350	0	1.91E+08	0	0	6.25E+07	0	0	1.33E+08	1.39E+07	2.02E+07	0	0	0	0	0	1821120	5.49E+07	1.27E+07	4.63E+08	0	2.29E+07	0	0	2.58E+07	0	1.67E+07	0	3.79E+07	4356040	0	0	0	3.42E+07	0	0	0	0	9012350	4.75E+07	0	0	0	3.40E+07	0	0	7459230	5.05E+08	0	2.98E+07	0	0	0	1.27E+07	0	0	0	1.04E+07	2.06E+07	4114110	1.94E+07	0	0	0	0	4007540	0	0	4347080	0	0	0	0	0	0	0	0	0	0	0	0	2471990	0	0	2.64E+07
F1_D6 156_101.txt	6.48E+07	3.55E+08	3.64E+07	4.71E+07	2.39E+08	5.36E+07	3.31E+07	0	8342110	2184290	2.05E+07	0	0	0	0	0	1.08E+09	0	3.77E+07	0	0	0	6.72E+07	0	0	0	0	0	0	0	1.90E+07	0	0	0	0	0	0	0	0	0	1.49E+08	4.35E+08	0	9.00E+07	0	0	8.92E+07	0	0	0	0	0	5.43E+07	0	0	1.05E+08	0	2.53E+07	1.57E+08	0	0	0	0	1.07E+07	1.56E+07	0	1.52E+07	2.57E+07	0	1.15E+08	1.17E+08	0	0	0	5.01E+07	0	0	1.11E+08	0	2.52E+07	8.52E+07	6.23E+07	0	4.67E+07	0	5.36E+07	8209900	0	0	2.09E+07	0	1.96E+07	8.54E+07	2.20E+07	0	0	1.82E+08	0	7991540	0	0	1.33E+07	0	5.68E+07	4313710	0	6865340	0	0	9439420	0	0	0	2.27E+07	6.90E+07	0	0	0	3.00E+07	0	5609370	0	0	2.40E+08	2.60E+07	0	0	0	1.18E+07	0	0	0	0	2.80E+07	0	2.36E+07	0	0	0	1330990	0	0	0	0	0	0	0	3.09E+07	0	0	4928020	0	0	753496	1390410	0	0	0	0	6.74E+07
F1_D6 165_210.txt	9.88E+07	2.11E+08	0	3.24E+08	3.83E+08	1.28E+07	3.94E+07	7842280	560464	2577320	6.41E+07	0	0	0	1.24E+08	0	1.09E+08	1.88E+07	0	0	0	0	7.91E+07	0	0	0	3.99E+07	3.49E+07	9.68E+07	0	2.78E+07	0	0	0	0	0	0	0	0	0	4.06E+08	0	0	0	0	0	0	0	1.85E+08	0	0	3.02E+08	0	0	3.42E+08	0	0	3.14E+08	6.62E+08	0	0	0	0	0	0	0	2.98E+07	2.46E+08	3.41E+08	0	0	7.71E+07	0	3994090	0	0	0	1.42E+08	0	1.38E+07	4.45E+07	1.51E+08	0	2.23E+07	8863160	1.37E+07	0	0	0	0	0	0	2.71E+07	2.79E+07	2.98E+08	0	1.79E+07	0	0	2.05E+07	0	3.40E+07	4166910	6.13E+07	5023310	5464960	7847670	0	0	7178660	0	0	3.14E+07	7788520	6.98E+07	4.17E+07	0	0	5.49E+07	0	3760390	1.23E+07	4.40E+08	0	0	0	0	0	2.92E+07	1.51E+07	0	0	0	9000240	0	3.06E+07	0	5243080	1.49E+07	0	0	0	7658630	0	9636970	0	0	0	0	4581120	5738110	0	1.66E+07	1323610	2970550	0	1.14E+07	0	0	2.85E+08
F1_D6 167_141.txt	5.02E+07	3.58E+08	1.93E+07	0	6.76E+07	2.82E+07	2.62E+07	0	6695850	1.40E+07	0	0	0	0	0	2.70E+07	0	0	0	0	0	0	0	0	0	0	0	0	1.32E+07	6310050	0	0	0	5303520	0	0	3086460	2430170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3164180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5274520	1.87E+07	4308970	0	0	0	1.04E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1583170	1578580	0	921747	0	0	0	0	0	0	0	0	0	4467040	0	0	0	0	0	0	0	0	0	0	2072190	0	0	0	0	0	0	0	1524170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11E+07
F1_D6 176_136.txt	8.00E+07	2.20E+08	0	2.38E+08	1.17E+08	6806750	2.83E+07	0	1.06E+07	0	7.89E+07	0	0	0	0	0	1.08E+08	0	0	0	1.71E+07	0	0	0	0	0	0	0	1.43E+07	0	5615050	0	0	0	0	0	0	0	9794580	0	4.15E+08	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07E+08	0	0	0	1.16E+09	0	0	0	0	0	2.25E+07	0	0	3.60E+08	4.89E+08	0	0	0	0	2434970	0	0	0	9.00E+07	1.56E+07	0	5.26E+07	0	0	8.95E+07	7549130	1.68E+07	1.16E+07	0	0	0	0	2.04E+07	4.03E+07	1.54E+07	4.79E+08	0	1.76E+07	0	0	1.09E+07	0	1.71E+07	0	2.89E+07	8753550	0	1.23E+07	0	0	0	0	0	0	0	4.53E+07	0	0	0	3.27E+07	0	0	0	0	5.61E+07	0	0	0	0	2.75E+07	0	0	0	1.53E+07	1.02E+07	0	2.26E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44E+07
